Zone Name;Country Iso;All ranges;Zip code from;Zip code to
ZONE 3- LATVIA;LV;0;LV-3623;LV-3624
ZONE 3- LATVIA;LV;0;LV-3626;LV-3627
ZONE 3- LATVIA;LV;0;LV-3706;LV-3706
ZONE 3- LATVIA;LV;0;LV-3707;LV-3707
ZONE 3- LATVIA;LV;0;LV-3708;LV-3708
ZONE 3- LATVIA;LV;0;LV-3709;LV-3711
ZONE 3- LATVIA;LV;0;LV-3712;LV-3712
ZONE 3- LATVIA;LV;0;LV-3713;LV-3714
ZONE 3- LATVIA;LV;0;LV-3715;LV-3720
ZONE 3- LATVIA;LV;0;LV-3721;LV-3721
ZONE 3- LATVIA;LV;0;LV-3722;LV-3725
ZONE 3- LATVIA;LV;0;LV-3727;LV-3727
ZONE 3- LATVIA;LV;0;LV-3728;LV-3732
ZONE 3- LATVIA;LV;0;LV-3851;LV-3853
ZONE 3- LATVIA;LV;0;LV-3861;LV-3864
ZONE 3- LATVIA;LV;0;LV-3871;LV-3871
ZONE 3- LATVIA;LV;0;LV-3872;LV-3872
ZONE 3- LATVIA;LV;0;LV-3873;LV-3873
ZONE 3- LATVIA;LV;0;LV-3875;LV-3876
ZONE 3- LATVIA;LV;0;LV-3877;LV-3877
ZONE 3- LATVIA;LV;0;LV-3880;LV-3880
ZONE 3- LATVIA;LV;0;LV-3881;LV-3881
ZONE 3- LATVIA;LV;0;LV-3882;LV-3883
ZONE 3- LATVIA;LV;0;LV-3884;LV-3884
ZONE 3- LATVIA;LV;0;LV-3890;LV-3891
ZONE 3- LATVIA;LV;0;LV-3892;LV-3892
ZONE 3- LATVIA;LV;0;LV-3893;LV-3897
ZONE 3- LATVIA;LV;0;LV-3898;LV-3898
ZONE 3- LATVIA;LV;0;LV-3899;LV-3899
ZONE 3- LATVIA;LV;0;LV-3905;LV-3905
ZONE 3- LATVIA;LV;0;LV-3906;LV-3908
ZONE 3- LATVIA;LV;0;LV-3909;LV-3911
ZONE 3- LATVIA;LV;0;LV-3912;LV-3912
ZONE 3- LATVIA;LV;0;LV-3913;LV-3917
ZONE 3- LATVIA;LV;0;LV-3918;LV-3918
ZONE 3- LATVIA;LV;0;LV-3921;LV-3921
ZONE 3- LATVIA;LV;0;LV-3922;LV-3922
ZONE 3- LATVIA;LV;0;LV-3924;LV-3926
ZONE 3- LATVIA;LV;0;LV-3927;LV-3927
ZONE 3- LATVIA;LV;0;LV-3929;LV-3929
ZONE 3- LATVIA;LV;0;LV-3930;LV-3931
ZONE 3- LATVIA;LV;0;LV-3932;LV-3932
ZONE 3- LATVIA;LV;0;LV-3933;LV-3936
ZONE 3- LATVIA;LV;0;LV-3937;LV-3937
ZONE 3- LATVIA;LV;0;LV-4004;LV-4004
ZONE 3- LATVIA;LV;0;LV-4005;LV-4005
ZONE 3- LATVIA;LV;0;LV-4010;LV-4013
ZONE 3- LATVIA;LV;0;LV-4014;LV-4014
ZONE 3- LATVIA;LV;0;LV-4020;LV-4020
ZONE 3- LATVIA;LV;0;LV-4021;LV-4021
ZONE 3- LATVIA;LV;0;LV-4022;LV-4023
ZONE 3- LATVIA;LV;0;LV-4025;LV-4025
ZONE 3- LATVIA;LV;0;LV-4030;LV-4030
ZONE 3- LATVIA;LV;0;LV-4032;LV-4032
ZONE 3- LATVIA;LV;0;LV-4033;LV-4033
ZONE 3- LATVIA;LV;0;LV-4034;LV-4034
ZONE 3- LATVIA;LV;0;LV-4035;LV-4035
ZONE 3- LATVIA;LV;0;LV-4040;LV-4040
ZONE 3- LATVIA;LV;0;LV-4041;LV-4041
ZONE 3- LATVIA;LV;0;LV-4043;LV-4043
ZONE 3- LATVIA;LV;0;LV-4044;LV-4044
ZONE 3- LATVIA;LV;0;LV-4050;LV-4050
ZONE 3- LATVIA;LV;0;LV-4051;LV-4051
ZONE 3- LATVIA;LV;0;LV-4052;LV-4052
ZONE 3- LATVIA;LV;0;LV-4054;LV-4054
ZONE 3- LATVIA;LV;0;LV-4055;LV-4055
ZONE 3- LATVIA;LV;0;LV-4060;LV-4060
ZONE 3- LATVIA;LV;0;LV-4061;LV-4062
ZONE 3- LATVIA;LV;0;LV-4063;LV-4064
ZONE 3- LATVIA;LV;0;LV-4065;LV-4065
ZONE 3- LATVIA;LV;0;LV-4067;LV-4068
ZONE 3- LATVIA;LV;0;LV-4108;LV-4108
ZONE 3- LATVIA;LV;0;LV-4109;LV-4109
ZONE 3- LATVIA;LV;0;LV-4110;LV-4110
ZONE 3- LATVIA;LV;0;LV-4112;LV-4113
ZONE 3- LATVIA;LV;0;LV-4116;LV-4116
ZONE 3- LATVIA;LV;0;LV-4117;LV-4117
ZONE 3- LATVIA;LV;0;LV-4118;LV-4119
ZONE 3- LATVIA;LV;0;LV-4121;LV-4121
ZONE 3- LATVIA;LV;0;LV-4122;LV-4123
ZONE 3- LATVIA;LV;0;LV-4124;LV-4124
ZONE 3- LATVIA;LV;0;LV-4125;LV-4126
ZONE 3- LATVIA;LV;0;LV-4127;LV-4127
ZONE 3- LATVIA;LV;0;LV-4128;LV-4129
ZONE 3- LATVIA;LV;0;LV-4130;LV-4130
ZONE 3- LATVIA;LV;0;LV-4131;LV-4133
ZONE 3- LATVIA;LV;0;LV-4134;LV-4134
ZONE 3- LATVIA;LV;0;LV-4136;LV-4136
ZONE 3- LATVIA;LV;0;LV-4137;LV-4137
ZONE 3- LATVIA;LV;0;LV-4138;LV-4138
ZONE 3- LATVIA;LV;0;LV-4139;LV-4139
ZONE 3- LATVIA;LV;0;LV-4140;LV-4140
ZONE 3- LATVIA;LV;0;LV-4141;LV-4141
ZONE 3- LATVIA;LV;0;LV-4142;LV-4142
ZONE 3- LATVIA;LV;0;LV-4143;LV-4144
ZONE 3- LATVIA;LV;0;LV-4145;LV-4145
ZONE 3- LATVIA;LV;0;LV-4146;LV-4146
ZONE 3- LATVIA;LV;0;LV-4148;LV-4148
ZONE 3- LATVIA;LV;0;LV-4150;LV-4150
ZONE 3- LATVIA;LV;0;LV-4151;LV-4152
ZONE 3- LATVIA;LV;0;LV-4154;LV-4154
ZONE 3- LATVIA;LV;0;LV-4206;LV-4206
ZONE 3- LATVIA;LV;0;LV-4208;LV-4208
ZONE 3- LATVIA;LV;0;LV-4210;LV-4211
ZONE 3- LATVIA;LV;0;LV-4212;LV-4212
ZONE 3- LATVIA;LV;0;LV-4213;LV-4213
ZONE 3- LATVIA;LV;0;LV-4215;LV-4216
ZONE 3- LATVIA;LV;0;LV-4218;LV-4218
ZONE 3- LATVIA;LV;0;LV-4219;LV-4220
ZONE 3- LATVIA;LV;0;LV-4222;LV-4224
ZONE 3- LATVIA;LV;0;LV-4225;LV-4225
ZONE 3- LATVIA;LV;0;LV-4227;LV-4228
ZONE 3- LATVIA;LV;0;LV-4230;LV-4230
ZONE 3- LATVIA;LV;0;LV-4231;LV-4232
ZONE 3- LATVIA;LV;0;LV-4234;LV-4234
ZONE 3- LATVIA;LV;0;LV-4240;LV-4242
ZONE 3- LATVIA;LV;0;LV-4243;LV-4243
ZONE 3- LATVIA;LV;0;LV-4244;LV-4245
ZONE 3- LATVIA;LV;0;LV-4247;LV-4248
ZONE 3- LATVIA;LV;0;LV-4331;LV-4331
ZONE 3- LATVIA;LV;0;LV-4332;LV-4333
ZONE 3- LATVIA;LV;0;LV-4334;LV-4337
ZONE 3- LATVIA;LV;0;LV-4338;LV-4338
ZONE 3- LATVIA;LV;0;LV-4339;LV-4342
ZONE 3- LATVIA;LV;0;LV-4344;LV-4345
ZONE 3- LATVIA;LV;0;LV-4346;LV-4346
ZONE 3- LATVIA;LV;0;LV-4347;LV-4347
ZONE 3- LATVIA;LV;0;LV-4348;LV-4348
ZONE 3- LATVIA;LV;0;LV-4350;LV-4352
ZONE 3- LATVIA;LV;0;LV-4354;LV-4355
ZONE 3- LATVIA;LV;0;LV-4357;LV-4357
ZONE 3- LATVIA;LV;0;LV-4358;LV-4359
ZONE 3- LATVIA;LV;0;LV-4404;LV-4404
ZONE 3- LATVIA;LV;0;LV-4405;LV-4406
ZONE 3- LATVIA;LV;0;LV-4407;LV-4407
ZONE 3- LATVIA;LV;0;LV-4408;LV-4408
ZONE 3- LATVIA;LV;0;LV-4409;LV-4409
ZONE 3- LATVIA;LV;0;LV-4410;LV-4410
ZONE 3- LATVIA;LV;0;LV-4411;LV-4412
ZONE 3- LATVIA;LV;0;LV-4413;LV-4413
ZONE 3- LATVIA;LV;0;LV-4415;LV-4415
ZONE 3- LATVIA;LV;0;LV-4416;LV-4418
ZONE 3- LATVIA;LV;0;LV-4420;LV-4421
ZONE 3- LATVIA;LV;0;LV-4422;LV-4422
ZONE 3- LATVIA;LV;0;LV-4423;LV-4423
ZONE 3- LATVIA;LV;0;LV-4424;LV-4426
ZONE 3- LATVIA;LV;0;LV-4427;LV-4427
ZONE 3- LATVIA;LV;0;LV-4428;LV-4429
ZONE 3- LATVIA;LV;0;LV-4430;LV-4430
ZONE 3- LATVIA;LV;0;LV-4431;LV-4431
ZONE 3- LATVIA;LV;0;LV-4561;LV-4561
ZONE 3- LATVIA;LV;0;LV-4562;LV-4562
ZONE 3- LATVIA;LV;0;LV-4563;LV-4563
ZONE 3- LATVIA;LV;0;LV-4564;LV-4564
ZONE 3- LATVIA;LV;0;LV-4565;LV-4565
ZONE 3- LATVIA;LV;0;LV-4566;LV-4566
ZONE 3- LATVIA;LV;0;LV-4567;LV-4567
ZONE 3- LATVIA;LV;0;LV-4570;LV-4572
ZONE 3- LATVIA;LV;0;LV-4573;LV-4573
ZONE 3- LATVIA;LV;0;LV-4574;LV-4574
ZONE 3- LATVIA;LV;0;LV-4575;LV-4575
ZONE 3- LATVIA;LV;0;LV-4576;LV-4577
ZONE 3- LATVIA;LV;0;LV-4580;LV-4580
ZONE 3- LATVIA;LV;0;LV-4581;LV-4581
ZONE 3- LATVIA;LV;0;LV-4582;LV-4587
ZONE 3- LATVIA;LV;0;LV-4590;LV-4590
ZONE 3- LATVIA;LV;0;LV-4591;LV-4591
ZONE 3- LATVIA;LV;0;LV-4592;LV-4592
ZONE 3- LATVIA;LV;0;LV-4593;LV-4593
ZONE 3- LATVIA;LV;0;LV-4594;LV-4595
ZONE 3- LATVIA;LV;0;LV-4611;LV-4612
ZONE 3- LATVIA;LV;0;LV-4614;LV-4619
ZONE 3- LATVIA;LV;0;LV-4621;LV-4623
ZONE 3- LATVIA;LV;0;LV-4624;LV-4628
ZONE 3- LATVIA;LV;0;LV-4629;LV-4629
ZONE 3- LATVIA;LV;0;LV-4630;LV-4631
ZONE 3- LATVIA;LV;0;LV-4633;LV-4636
ZONE 3- LATVIA;LV;0;LV-4637;LV-4638
ZONE 3- LATVIA;LV;0;LV-4640;LV-4643
ZONE 3- LATVIA;LV;0;LV-4644;LV-4644
ZONE 3- LATVIA;LV;0;LV-4645;LV-4645
ZONE 3- LATVIA;LV;0;LV-4646;LV-4646
ZONE 3- LATVIA;LV;0;LV-4647;LV-4648
ZONE 3- LATVIA;LV;0;LV-4649;LV-4649
ZONE 3- LATVIA;LV;0;LV-4650;LV-4650
ZONE 3- LATVIA;LV;0;LV-4651;LV-4651
ZONE 3- LATVIA;LV;0;LV-4652;LV-4652
ZONE 3- LATVIA;LV;0;LV-4705;LV-4705
ZONE 3- LATVIA;LV;0;LV-4706;LV-4709
ZONE 3- LATVIA;LV;0;LV-4711;LV-4713
ZONE 3- LATVIA;LV;0;LV-4714;LV-4714
ZONE 3- LATVIA;LV;0;LV-4715;LV-4716
ZONE 3- LATVIA;LV;0;LV-4718;LV-4718
ZONE 3- LATVIA;LV;0;LV-4719;LV-4719
ZONE 3- LATVIA;LV;0;LV-4720;LV-4720
ZONE 3- LATVIA;LV;0;LV-4721;LV-4721
ZONE 3- LATVIA;LV;0;LV-4722;LV-4722
ZONE 3- LATVIA;LV;0;LV-4723;LV-4724
ZONE 3- LATVIA;LV;0;LV-4726;LV-4731
ZONE 3- LATVIA;LV;0;LV-4732;LV-4732
ZONE 3- LATVIA;LV;0;LV-4733;LV-4733
ZONE 3- LATVIA;LV;0;LV-4735;LV-4735
ZONE 3- LATVIA;LV;0;LV-4821;LV-4821
ZONE 3- LATVIA;LV;0;LV-4823;LV-4823
ZONE 3- LATVIA;LV;0;LV-4824;LV-4826
ZONE 3- LATVIA;LV;0;LV-4828;LV-4828
ZONE 3- LATVIA;LV;0;LV-4830;LV-4831
ZONE 3- LATVIA;LV;0;LV-4833;LV-4836
ZONE 3- LATVIA;LV;0;LV-4837;LV-4837
ZONE 3- LATVIA;LV;0;LV-4838;LV-4838
ZONE 3- LATVIA;LV;0;LV-4840;LV-4841
ZONE 3- LATVIA;LV;0;LV-4844;LV-4844
ZONE 3- LATVIA;LV;0;LV-4846;LV-4846
ZONE 3- LATVIA;LV;0;LV-4847;LV-4847
ZONE 3- LATVIA;LV;0;LV-4850;LV-4850
ZONE 3- LATVIA;LV;0;LV-4852;LV-4853
ZONE 3- LATVIA;LV;0;LV-4855;LV-4855
ZONE 3- LATVIA;LV;0;LV-4856;LV-4856
ZONE 3- LATVIA;LV;0;LV-4860;LV-4861
ZONE 3- LATVIA;LV;0;LV-4862;LV-4863
ZONE 3- LATVIA;LV;0;LV-4865;LV-4865
ZONE 3- LATVIA;LV;0;LV-4870;LV-4871
ZONE 3- LATVIA;LV;0;LV-4872;LV-4872
ZONE 3- LATVIA;LV;0;LV-4873;LV-4873
ZONE 3- LATVIA;LV;0;LV-4880;LV-4880
ZONE 3- LATVIA;LV;0;LV-4884;LV-4884
ZONE 3- LATVIA;LV;0;LV-4885;LV-4885
ZONE 3- LATVIA;LV;0;LV-4886;LV-4886
ZONE 3- LATVIA;LV;0;LV-5010;LV-5012
ZONE 3- LATVIA;LV;0;LV-5015;LV-5016
ZONE 3- LATVIA;LV;0;LV-5020;LV-5020
ZONE 3- LATVIA;LV;0;LV-5022;LV-5022
ZONE 3- LATVIA;LV;0;LV-5023;LV-5023
ZONE 3- LATVIA;LV;0;LV-5030;LV-5030
ZONE 3- LATVIA;LV;0;LV-5031;LV-5031
ZONE 3- LATVIA;LV;0;LV-5033;LV-5033
ZONE 3- LATVIA;LV;0;LV-5041;LV-5041
ZONE 3- LATVIA;LV;0;LV-5042;LV-5045
ZONE 3- LATVIA;LV;0;LV-5047;LV-5047
ZONE 3- LATVIA;LV;0;LV-5050;LV-5050
ZONE 3- LATVIA;LV;0;LV-5051;LV-5052
ZONE 3- LATVIA;LV;0;LV-5060;LV-5060
ZONE 3- LATVIA;LV;0;LV-5062;LV-5062
ZONE 3- LATVIA;LV;0;LV-5064;LV-5065
ZONE 3- LATVIA;LV;0;LV-5070;LV-5071
ZONE 3- LATVIA;LV;0;LV-5105;LV-5106
ZONE 3- LATVIA;LV;0;LV-5107;LV-5113
ZONE 3- LATVIA;LV;0;LV-5115;LV-5115
ZONE 3- LATVIA;LV;0;LV-5118;LV-5118
ZONE 3- LATVIA;LV;0;LV-5119;LV-5119
ZONE 3- LATVIA;LV;0;LV-5120;LV-5120
ZONE 3- LATVIA;LV;0;LV-5121;LV-5121
ZONE 3- LATVIA;LV;0;LV-5123;LV-5125
ZONE 3- LATVIA;LV;0;LV-5126;LV-5126
ZONE 3- LATVIA;LV;0;LV-5127;LV-5130
ZONE 3- LATVIA;LV;0;LV-5132;LV-5132
ZONE 3- LATVIA;LV;0;LV-5133;LV-5135
ZONE 3- LATVIA;LV;0;LV-5203;LV-5203
ZONE 3- LATVIA;LV;0;LV-5208;LV-5208
ZONE 3- LATVIA;LV;0;LV-5209;LV-5209
ZONE 3- LATVIA;LV;0;LV-5210;LV-5212
ZONE 3- LATVIA;LV;0;LV-5213;LV-5214
ZONE 3- LATVIA;LV;0;LV-5215;LV-5218
ZONE 3- LATVIA;LV;0;LV-5219;LV-5219
ZONE 3- LATVIA;LV;0;LV-5220;LV-5220
ZONE 3- LATVIA;LV;0;LV-5221;LV-5221
ZONE 3- LATVIA;LV;0;LV-5222;LV-5224
ZONE 3- LATVIA;LV;0;LV-5225;LV-5225
ZONE 3- LATVIA;LV;0;LV-5226;LV-5226
ZONE 3- LATVIA;LV;0;LV-5228;LV-5230
ZONE 3- LATVIA;LV;0;LV-5231;LV-5232
ZONE 3- LATVIA;LV;0;LV-5233;LV-5233
ZONE 3- LATVIA;LV;0;LV-5234;LV-5234
ZONE 3- LATVIA;LV;0;LV-5236;LV-5239
ZONE 3- LATVIA;LV;0;LV-5304;LV-5305
ZONE 3- LATVIA;LV;0;LV-5307;LV-5307
ZONE 3- LATVIA;LV;0;LV-5308;LV-5308
ZONE 3- LATVIA;LV;0;LV-5309;LV-5309
ZONE 3- LATVIA;LV;0;LV-5310;LV-5310
ZONE 3- LATVIA;LV;0;LV-5311;LV-5312
ZONE 3- LATVIA;LV;0;LV-5313;LV-5313
ZONE 3- LATVIA;LV;0;LV-5315;LV-5316
ZONE 3- LATVIA;LV;0;LV-5318;LV-5318
ZONE 3- LATVIA;LV;0;LV-5320;LV-5320
ZONE 3- LATVIA;LV;0;LV-5321;LV-5321
ZONE 3- LATVIA;LV;0;LV-5323;LV-5323
ZONE 3- LATVIA;LV;0;LV-5325;LV-5325
ZONE 3- LATVIA;LV;0;LV-5326;LV-5331
ZONE 3- LATVIA;LV;0;LV-5332;LV-5333
ZONE 3- LATVIA;LV;0;LV-5334;LV-5335
ZONE 3- LATVIA;LV;0;LV-5336;LV-5336
ZONE 3- LATVIA;LV;0;LV-5337;LV-5337
ZONE 3- LATVIA;LV;0;LV-5438;LV-5444
ZONE 3- LATVIA;LV;0;LV-5446;LV-5446
ZONE 3- LATVIA;LV;0;LV-5447;LV-5447
ZONE 3- LATVIA;LV;0;LV-5448;LV-5448
ZONE 3- LATVIA;LV;0;LV-5449;LV-5452
ZONE 3- LATVIA;LV;0;LV-5453;LV-5453
ZONE 3- LATVIA;LV;0;LV-5454;LV-5454
ZONE 3- LATVIA;LV;0;LV-5455;LV-5455
ZONE 3- LATVIA;LV;0;LV-5456;LV-5456
ZONE 3- LATVIA;LV;0;LV-5458;LV-5463
ZONE 3- LATVIA;LV;0;LV-5464;LV-5464
ZONE 3- LATVIA;LV;0;LV-5465;LV-5465
ZONE 3- LATVIA;LV;0;LV-5467;LV-5467
ZONE 3- LATVIA;LV;0;LV-5468;LV-5468
ZONE 3- LATVIA;LV;0;LV-5469;LV-5471
ZONE 3- LATVIA;LV;0;LV-5472;LV-5472
ZONE 3- LATVIA;LV;0;LV-5473;LV-5474
ZONE 3- LATVIA;LV;0;LV-5476;LV-5476
ZONE 3- LATVIA;LV;0;LV-5477;LV-5477
ZONE 3- LATVIA;LV;0;LV-5478;LV-5478
ZONE 3- LATVIA;LV;0;LV-5479;LV-5479
ZONE 3- LATVIA;LV;0;LV-5481;LV-5481
ZONE 3- LATVIA;LV;0;LV-5651;LV-5653
ZONE 3- LATVIA;LV;0;LV-5655;LV-5656
ZONE 3- LATVIA;LV;0;LV-5660;LV-5660
ZONE 3- LATVIA;LV;0;LV-5662;LV-5662
ZONE 3- LATVIA;LV;0;LV-5664;LV-5664
ZONE 3- LATVIA;LV;0;LV-5665;LV-5665
ZONE 3- LATVIA;LV;0;LV-5666;LV-5666
ZONE 3- LATVIA;LV;0;LV-5668;LV-5668
ZONE 3- LATVIA;LV;0;LV-5670;LV-5670
ZONE 3- LATVIA;LV;0;LV-5671;LV-5671
ZONE 3- LATVIA;LV;0;LV-5674;LV-5674
ZONE 3- LATVIA;LV;0;LV-5676;LV-5677
ZONE 3- LATVIA;LV;0;LV-5680;LV-5681
ZONE 3- LATVIA;LV;0;LV-5684;LV-5684
ZONE 3- LATVIA;LV;0;LV-5685;LV-5685
ZONE 3- LATVIA;LV;0;LV-5687;LV-5687
ZONE 3- LATVIA;LV;0;LV-5688;LV-5688
ZONE 3- LATVIA;LV;0;LV-5692;LV-5692
ZONE 3- LATVIA;LV;0;LV-5695;LV-5698
ZONE 3- LATVIA;LV;0;LV-5704;LV-5707
ZONE 3- LATVIA;LV;0;LV-5709;LV-5709
ZONE 3- LATVIA;LV;0;LV-5711;LV-5711
ZONE 3- LATVIA;LV;0;LV-5712;LV-5712
ZONE 3- LATVIA;LV;0;LV-5713;LV-5714
ZONE 3- LATVIA;LV;0;LV-5716;LV-5717
ZONE 3- LATVIA;LV;0;LV-5719;LV-5719
ZONE 3- LATVIA;LV;0;LV-5722;LV-5722
ZONE 3- LATVIA;LV;0;LV-5725;LV-5726
ZONE 3- LATVIA;LV;0;LV-5728;LV-5728
ZONE 3- LATVIA;LV;0;LV-5729;LV-5729
ZONE 3- LATVIA;LV;0;LV-5730;LV-5730
ZONE 3- LATVIA;LV;0;LV-5731;LV-5731
ZONE 3- LATVIA;LV;0;LV-5732;LV-5732
ZONE 3- LATVIA;LV;0;LV-5733;LV-5733
ZONE 3- LATVIA;LV;0;LV-5735;LV-5737
ZONE 3- LATVIA;LV;0;LV-5739;LV-5739
ZONE 3- LATVIA;LV;0;LV-5740;LV-5740
ZONE 3- LATVIA;LV;0;LV-5742;LV-5742
ZONE 3- LATVIA;LV;0;LV-5745;LV-5745
ZONE 3- LATVIA;LV;0;LV-5748;LV-5748
ZONE 3- LATVIA;LV;0;LV-5749;LV-5749
ZONE 3- LATVIA;LV;0;LV-5750;LV-5752
BALTICS;LT;1;;
BALTICS;EE;1;;
EU for B2C;DE;1;;
EU for B2C;IT;1;;
EU for B2C;LU;1;;
EU for B2C;NL;1;;
EU for B2C;PL;1;;
EU for B2C;HU;1;;
EU for B2C;PT;1;;
EU for B2C;CZ;1;;
EU for B2C;GB;1;;
EU for B2C;SE;1;;
EU for B2C;SI;1;;
EU for B2C;AT;1;;
EU for B2C;DK;1;;
EU for B2C;IE;1;;
EU for B2C;BE;1;;
EU for B2C;RO;1;;
EU for B2C;SK;1;;
EU for B2C;ES;1;;
EU for B2C;FI;1;;
EU for B2C;HR;1;;
EU for B2C;FR;1;;
EU for Pickup;DE;1;;
EU for Pickup;LU;1;;
EU for Pickup;NL;1;;
EU for Pickup;PT;1;;
EU for Pickup;GB;1;;
EU for Pickup;SE;1;;
EU for Pickup;DK;1;;
EU for Pickup;ES;1;;
EU for Pickup;FI;1;;
EU for Pickup;FR;1;;
EU for Pickup;BE;1;;
EU for Pickup;CZ;1;;
EU for Pickup;SI;1;;
EU for Pickup;AT;1;;
EU for Pickup Return;LV;1;;
EU for Pickup Return;LT;1;;
EU for Pickup Return;EE;1;;
EU for Pickup Return;BE;1;;
EU for Pickup Return;CZ;1;;
EU for Pickup Return;FR;1;;
EU for Pickup Return;DE;1;;
EU for Pickup Return;NL;1;;
EU for Pickup Return;PT;1;;
EU for Pickup Return;GB;1;;
EU for CR;DE;1;;
EU for CR;IT;1;;
EU for CR;LU;1;;
EU for CR;NL;1;;
EU for CR;PL;1;;
EU for CR;HU;1;;
EU for CR;PT;1;;
EU for CR;CZ;1;;
EU for CR;GB;1;;
EU for CR;SE;1;;
EU for CR;SI;1;;
EU for CR;AT;1;;
EU for CR;DK;1;;
EU for CR;IE;1;;
EU for CR;BE;1;;
EU for CR;RO;1;;
EU for CR;SK;1;;
EU for CR;ES;1;;
EU for CR;FI;1;;
EU for CR;HR;1;;
EU for CR;FR;1;;
EU for CR;BG;1;;
